,place_name,price_aprox_usd,surface_covered_in_m2,price_usd_per_m2,rooms_compuesta,amenitie_balcon,amenitie_cochera,amenitie_parrilla,amenitie_pileta,amenitie_amoblado,estrenar,lat,lon
59903,Palermo,104000.0,29.0,3586.206896551724,3.0,1,0,0,0,0,0,-34.5754787945,-58.4383101158
59907,Belgrano,180000.0,63.0,2857.142857142857,3.0,0,0,0,0,0,0,-34.5670161069,-58.4625247288
59908,Palermo,230000.0,94.0,2233.009708737864,3.0,1,0,0,0,0,0,-34.5778823694,-58.4331038709
59910,Palermo,160000.0,56.0,2622.9508196721317,3.0,1,0,0,0,0,0,-34.5787616088,-58.43411376220001
59913,Belgrano,148000.0,50.0,2960.0,3.0,0,0,0,1,0,0,-34.5621705007,-58.45926520800001
59926,Belgrano,350000.0,138.0,1912.568306010929,3.0,1,0,0,0,0,0,-34.5645926014,-58.4585242517
59933,Belgrano,110000.0,37.0,2682.926829268293,1.0,0,1,1,1,0,0,-34.5543291122,-58.463143287
59935,Palermo,105000.0,30.0,3000.0,1.0,0,0,0,0,0,0,-34.5872931052,-58.4054293538
59938,Palermo,180000.0,95.0,1894.7368421052636,3.0,0,0,0,0,0,0,-34.5826957803,-58.445724954
59942,Belgrano,159000.0,68.0,2338.2352941176478,3.0,0,0,0,0,0,0,-34.564688363,-58.4514710632
59944,Palermo,220000.0,78.0,2500.0,3.0,1,1,1,1,0,0,-34.5942896649,-58.4302159476
59962,Caballito,74400.0,30.0,2188.2352941176478,1.0,1,0,1,0,0,1,-34.6171658122,-58.4565671891
60009,Caballito,170000.0,60.0,2537.313432835821,3.0,1,0,1,1,0,0,-34.6159343242,-58.4582604535
60022,Caballito,790000.0,316.0,2225.3521126760565,3.0,0,1,0,0,0,0,-34.6268288588,-58.4509571856
60023,Caballito,570000.0,231.0,2317.0731707317077,4.0,1,0,0,0,0,0,-34.6187293101,-58.4313712929
60029,Palermo,1200000.0,300.0,4000.0,3.0,1,1,1,0,0,0,-34.5701208641,-58.4399505604
60040,Palermo,240000.0,53.0,3870.967741935484,3.0,1,1,0,1,1,0,-34.5717751,-58.4293739
60057,Palermo,550000.0,130.0,3235.2941176470586,3.0,0,1,1,1,0,0,-34.5745618,-58.4366394
60058,Caballito,820000.0,265.0,2751.677852348993,3.0,1,1,0,0,0,0,-34.6268288588,-58.4509571856
60095,Caballito,87000.0,31.0,2416.6666666666665,1.0,1,0,1,0,0,1,-34.6176097247,-58.457786407700006
60100,Caballito,125000.0,50.0,2192.9824561403507,3.0,1,0,1,0,0,1,-34.6176097247,-58.457786407700006
60101,Caballito,550000.0,177.0,2864.583333333333,3.0,1,1,0,0,0,0,-34.6195228512,-58.4296914799
60139,Palermo,1685000.0,350.0,3240.384615384615,3.0,0,1,1,0,0,0,-34.578138700000004,-58.4079184
60187,Belgrano,207078.0,74.0,2465.214285714286,3.0,1,1,0,1,0,0,-34.569115888,-58.4463859228
60192,Palermo,300000.0,86.0,3260.8695652173915,3.0,0,0,0,0,0,0,-34.5816005,-58.4053762
60195,Belgrano,96592.0,34.0,2476.7179487179487,1.0,1,1,0,1,0,0,-34.569115888,-58.4463859228
60203,Belgrano,99134.0,34.0,2541.897435897436,1.0,1,1,0,1,0,0,-34.569115888,-58.4463859228
60210,Belgrano,104666.0,34.0,2683.74358974359,1.0,1,1,0,1,0,0,-34.569115888,-58.4463859228
60211,Palermo,389000.0,134.0,2839.4160583941607,3.0,1,0,0,0,0,0,-34.5892546919,-58.4099743324
60219,Belgrano,100480.0,34.0,2576.4102564102564,1.0,1,1,0,1,0,0,-34.569115888,-58.4463859228
60221,Palermo,650000.0,128.0,4513.88888888889,3.0,1,1,0,1,0,1,-34.5693392,-58.43134570000001
60226,Palermo,198000.0,40.0,4500.0,1.0,1,0,0,1,0,1,-34.5693392,-58.43134570000001
60229,Belgrano,103171.0,34.0,2645.4102564102564,1.0,1,1,0,1,0,0,-34.569115888,-58.4463859228
60235,Palermo,500000.0,95.0,4464.285714285715,2.0,1,1,0,0,0,1,-34.5693392,-58.43134570000001
60236,Belgrano,297321.0,88.0,2702.918181818182,3.0,1,1,0,1,0,0,-34.569115888,-58.4463859228
60241,Belgrano,328951.0,104.0,2741.258333333333,3.0,1,1,0,1,0,0,-34.569115888,-58.4463859228
60310,Palermo,650000.0,160.0,3250.0,3.0,1,1,1,0,0,0,-34.5691234655,-58.431542647
60328,Caballito,96500.0,29.0,3112.903225806452,1.0,1,0,1,0,0,0,-34.6291683216,-58.4497960358
60340,Caballito,420000.0,170.0,2210.5263157894738,3.0,1,1,0,0,0,0,-34.6187293101,-58.4313712929
60343,Caballito,85000.0,38.0,2236.842105263158,3.0,0,0,0,0,0,0,-34.6220637869,-58.4422919286
60346,Belgrano,154507.0,54.0,2492.048387096774,3.0,1,1,0,1,0,0,-34.569115888,-58.4463859228
60347,Palermo,860000.0,280.0,2606.060606060606,4.0,1,1,0,0,0,0,-34.5644576589,-58.435530003900006
60396,Belgrano,420000.0,152.0,2560.9756097560976,3.0,0,1,0,0,0,0,-34.5607140674,-58.4446068311
60427,Caballito,470000.0,202.0,2326.732673267327,3.0,0,0,0,0,0,0,-34.6283402,-58.4515167
60451,Palermo,428000.0,107.0,3424.0,3.0,1,0,0,0,0,0,-34.5673864513,-58.4321862422
60536,Palermo,249000.0,81.0,2736.263736263736,2.0,1,0,0,0,0,0,-34.5669407,-58.4315459
60557,Belgrano,195000.0,70.0,1969.6969696969693,3.0,1,0,0,0,0,0,-34.5556443452,-58.462603879300005
60614,Palermo,220000.0,69.0,3055.555555555556,3.0,1,0,0,0,0,0,-34.568259073200004,-58.4355131682
60640,Palermo,1100000.0,267.0,3142.857142857143,3.0,1,1,0,0,0,0,-34.5760116,-58.3998895
60657,Belgrano,115000.0,47.0,2446.808510638298,3.0,0,0,0,0,0,0,-34.5584306,-58.4528852
60660,Palermo,225000.0,81.0,2472.527472527473,2.0,0,1,0,0,0,0,-34.5669407,-58.4315459
60726,Belgrano,295000.0,96.0,2633.928571428572,1.0,1,1,0,0,0,0,-34.5692135953,-58.45378431970001
60764,Palermo,500000.0,94.0,4901.960784313726,2.0,1,1,0,0,0,0,-34.5682444309,-58.4308293081
60780,Palermo,293000.0,85.0,3329.5454545454545,3.0,1,1,0,0,0,0,-34.5639935047,-58.4405453128
60896,Belgrano,619000.0,145.0,3142.131979695432,3.0,1,0,0,0,0,0,-34.56857846,-58.4420834375
60944,Palermo,216000.0,110.0,1309.090909090909,3.0,0,0,0,0,0,0,-34.582466296,-58.42003729
60958,Palermo,152440.0,45.0,2060.0,3.0,0,0,1,0,0,0,-34.586226886,-58.442402232700005
60959,Palermo,148320.0,47.0,2089.0140845070428,3.0,0,0,1,0,0,0,-34.586226886,-58.442402232700005
60960,Palermo,142475.0,42.0,2499.561403508772,3.0,0,0,1,0,0,0,-34.586226886,-58.442402232700005
60963,Palermo,234452.0,85.0,2467.915789473684,3.0,0,0,1,0,0,0,-34.586226886,-58.442402232700005
60987,Palermo,240000.0,60.0,3636.363636363637,3.0,0,0,0,0,0,0,-34.5782924979,-58.4235352255
60998,Palermo,94000.0,34.0,2764.705882352941,1.0,0,1,0,0,0,0,-34.586317209899995,-58.4317296179
61004,Caballito,105508.0,36.0,2453.674418604651,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61005,Caballito,109011.0,37.0,2477.5227272727275,1.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61008,Caballito,109011.0,37.0,2477.5227272727275,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61009,Caballito,105508.0,36.0,2453.674418604651,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61010,Caballito,109011.0,37.0,2477.5227272727275,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61012,Caballito,109011.0,37.0,2477.5227272727275,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61014,Caballito,81146.0,26.0,2617.612903225807,1.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61015,Belgrano,329950.92,92.0,2869.138434782609,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61016,Belgrano,327081.79,90.0,2869.1385087719286,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61018,Belgrano,487029.64,114.0,3529.200289855073,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61020,Belgrano,496726.17,114.0,3599.465,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61021,Belgrano,317627.99,70.0,3529.1998888888893,3.0,1,0,1,1,0,0,-34.5698671194,-58.4575811912
61022,Belgrano,309553.96,71.0,3599.464651162791,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61023,Belgrano,470560.05,108.0,3460.0003676470587,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61025,Belgrano,308436.1,71.0,3671.858333333333,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61026,Belgrano,307116.0,71.0,3745.317073170732,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61027,Belgrano,328700.03,78.0,3460.000315789474,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61028,Belgrano,314606.65,71.0,3745.3172619047614,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61029,Belgrano,370857.74,71.0,3671.858811881188,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61031,Belgrano,347337.2,71.0,4134.966666666667,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61032,Belgrano,354250.8,92.0,3220.461818181818,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61033,Belgrano,319512.4,71.0,3896.492682926829,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61034,Belgrano,325885.19,71.0,3974.2096341463416,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61035,Belgrano,620000.0,192.0,2561.9834710743803,3.0,0,1,1,0,0,0,-34.563685346,-58.4426825896
61036,Belgrano,332432.57,71.0,4054.0557317073167,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61038,Belgrano,342845.58,71.0,4181.043658536586,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61039,Belgrano,127859.22,31.0,3551.645,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61041,Belgrano,339361.71,85.0,3462.874591836736,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61042,Belgrano,124113.06,31.0,3266.133157894737,1.0,1,0,1,1,0,0,-34.5698671194,-58.4575811912
61043,Belgrano,435960.01,105.0,3460.0000793650797,2.0,1,0,1,1,0,0,-34.5698671194,-58.4575811912
61044,Belgrano,135147.58,32.0,3652.6372972972968,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61045,Belgrano,131682.28,31.0,3657.841111111111,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61047,Belgrano,137850.53,32.0,3725.69,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61048,Belgrano,134315.91,31.0,3730.9975,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61050,Belgrano,134315.91,31.0,3730.9975,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61052,Belgrano,333833.59,71.0,4172.919875000001,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61053,Belgrano,131682.28,31.0,3657.841111111111,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61055,Belgrano,656757.01,138.0,4264.6559090909095,3.0,1,0,1,1,0,0,-34.5698671194,-58.4575811912
61057,Belgrano,529380.05,118.0,3728.028521126761,3.0,1,0,1,1,0,0,-34.5698671194,-58.4575811912
61059,Belgrano,618814.11,141.0,3819.840185185185,3.0,1,0,1,1,0,0,-34.5698671194,-58.4575811912
61060,Belgrano,337329.12,82.0,3477.619793814433,2.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61062,Palermo,360000.0,210.0,1714.2857142857142,3.0,0,0,0,0,0,0,-34.5828455224,-58.4220611156
61063,Belgrano,643821.93,138.0,3974.209444444445,3.0,1,0,1,1,0,0,-34.5698671194,-58.4575811912
61065,Belgrano,708670.42,138.0,3671.867461139897,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61066,Belgrano,631231.76,138.0,3896.492345679013,3.0,1,0,1,1,0,0,-34.5698671194,-58.4575811912
61068,Belgrano,539919.74,118.0,3599.464933333333,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61069,Belgrano,511734.05,97.0,3529.200344827586,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61071,Belgrano,134940.01,32.0,3460.0002564102565,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61072,Belgrano,410338.96,97.0,3599.464561403509,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61075,Belgrano,340806.7,85.0,3477.619387755103,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61076,Belgrano,669864.55,138.0,4134.966358024692,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61077,Belgrano,275906.78,69.0,3364.7168292682927,2.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61078,Belgrano,334124.22,82.0,3444.579587628865,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61098,Belgrano,280000.0,70.0,4000.0,1.0,0,1,0,0,0,0,-34.574238349,-58.4622650158
61130,Caballito,134547.0,36.0,3129.0,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61132,Caballito,139014.0,37.0,3159.409090909091,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61133,Caballito,139014.0,37.0,3159.409090909091,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61134,Caballito,142066.0,37.0,3228.7727272727275,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61135,Caballito,241945.0,64.0,3314.31506849315,3.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61136,Caballito,241945.0,64.0,3314.31506849315,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61137,Caballito,241945.0,64.0,3314.31506849315,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61138,Belgrano,371627.99,82.0,3409.431100917431,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61139,Belgrano,327305.34,71.0,3896.492142857143,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61148,Caballito,244143.0,64.0,3344.4246575342468,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61149,Caballito,244143.0,64.0,3344.4246575342468,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61151,Palermo,217700.0,47.0,3349.230769230769,3.0,0,0,0,0,0,0,-34.5869824954,-58.4213640468
61152,Caballito,237598.0,65.0,3254.7671232876714,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61153,Palermo,82100.0,28.0,2487.878787878788,3.0,0,0,1,0,0,0,-34.598174483600005,-58.41013618970001
61154,Belgrano,187000.0,54.0,3224.1379310344832,3.0,1,1,1,1,0,0,-34.5667888978,-58.4718482748
61155,Palermo,106428.0,36.0,2475.069767441861,3.0,0,0,1,0,0,0,-34.598174483600005,-58.41013618970001
61156,Belgrano,340596.73,71.0,4257.459124999999,3.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61157,Caballito,186015.0,51.0,3263.421052631579,3.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61158,Palermo,102116.0,36.0,2490.634146341464,3.0,0,0,0,0,0,0,-34.598174483600005,-58.41013618970001
61159,Palermo,88020.0,28.0,2750.625,3.0,0,0,0,0,0,0,-34.598174483600005,-58.41013618970001
61160,Caballito,186015.0,51.0,3263.421052631579,3.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61162,Palermo,128000.0,29.0,3368.421052631579,3.0,0,0,0,0,0,0,-34.5869824954,-58.4213640468
61163,Belgrano,131479.99,32.0,3459.999736842105,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61164,Palermo,498200.0,117.0,3235.0649350649355,3.0,0,0,0,0,0,0,-34.5869824954,-58.4213640468
61165,Palermo,224000.0,42.0,4571.428571428572,3.0,1,1,0,1,0,0,-34.5774497679,-58.4227523945
61166,Caballito,237598.0,65.0,3254.7671232876714,3.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61168,Belgrano,131682.28,31.0,3657.841111111111,1.0,0,0,1,1,0,0,-34.5698671194,-58.4575811912
61170,Caballito,246693.0,64.0,3379.356164383561,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61172,Belgrano,135000.0,45.0,2872.340425531915,1.0,1,0,0,0,0,1,-34.5546094807,-58.4392982801
61173,Palermo,122775.0,33.0,3230.921052631579,1.0,0,0,0,0,0,0,-34.5780209179,-58.434967162700005
61174,Belgrano,125000.0,38.0,2976.190476190476,1.0,1,0,0,0,0,0,-34.5546094807,-58.4392982801
61175,Palermo,127546.0,30.0,3110.8780487804884,1.0,0,0,0,0,0,0,-34.5780209179,-58.434967162700005
61176,Belgrano,715000.0,175.0,3864.864864864865,3.0,1,1,0,0,0,0,-34.5629814525,-58.4395442972
61180,Palermo,529000.0,120.0,4069.230769230769,3.0,1,1,0,0,0,0,-34.571391382600005,-58.4320931968
61183,Belgrano,699000.0,180.0,3460.396039603961,3.0,1,1,1,0,0,0,-34.5679209469,-58.4428058518
61185,Belgrano,159000.0,55.0,2789.4736842105267,3.0,1,0,0,0,0,0,-34.6264994359,-58.3595912946
61187,Caballito,187333.0,51.0,3286.5438596491217,3.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61189,Caballito,268015.0,75.0,3229.096385542169,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61191,Caballito,246693.0,64.0,3379.356164383561,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61193,Caballito,242613.0,65.0,3323.4657534246576,3.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61194,Caballito,403639.0,98.0,3255.153225806452,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61195,Caballito,344732.0,93.0,3283.161904761905,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61196,Caballito,348332.0,93.0,3317.447619047619,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61197,Caballito,110950.0,36.0,2580.232558139535,3.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61199,Caballito,110950.0,36.0,2580.232558139535,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61200,Caballito,82384.0,25.0,2746.133333333333,1.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61201,Caballito,113905.0,36.0,2648.953488372093,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61202,Caballito,117658.0,37.0,2674.0454545454545,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61204,Caballito,113905.0,36.0,2648.953488372093,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61205,Caballito,115949.0,36.0,2696.488372093024,1.0,0,1,0,0,0,0,-34.6273106938,-58.4296005699
61207,Caballito,113357.0,36.0,2636.2093023255816,1.0,0,1,0,0,0,0,-34.6273106938,-58.4296005699
61208,Caballito,120167.0,36.0,2930.9024390243903,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61210,Caballito,85161.0,25.0,2838.7,1.0,0,1,0,1,0,0,-34.6273106938,-58.4296005699
61211,Caballito,114398.0,36.0,2660.418604651163,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61212,Caballito,119120.0,37.0,2707.2727272727275,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61284,Palermo,550000.0,153.0,2972.972972972973,3.0,1,1,0,0,0,0,-34.587568195900005,-58.418053656000005
61314,Palermo,246891.0,67.0,2545.268041237113,3.0,1,0,0,0,0,0,-34.5900887553,-58.4203707181
61320,Palermo,112000.0,30.0,3294.1176470588234,1.0,0,0,1,1,0,0,-34.56923782,-58.4316097029
61323,Palermo,380000.0,126.0,3015.873015873016,4.0,1,0,0,0,0,0,-34.5861753967,-58.4224176037
61328,Palermo,299000.0,75.0,3986.6666666666665,3.0,1,1,0,0,0,0,-34.5705314962,-58.4313483701
61330,Palermo,159000.0,44.0,3312.5,1.0,0,0,0,0,0,0,-34.571391382600005,-58.4320931968
61338,Belgrano,289000.0,98.0,2778.8461538461547,3.0,1,1,0,0,0,0,-34.559715478,-58.4683399421
61340,Palermo,299000.0,92.0,3082.474226804124,3.0,0,0,0,0,0,0,-34.5653353446,-58.44021568220001
61342,Palermo,245000.0,60.0,4083.333333333334,1.0,0,1,0,1,0,1,-34.5653782941,-58.4382283901
61345,Belgrano,379000.0,145.0,2526.6666666666665,3.0,0,1,0,0,0,0,-34.5539731586,-58.459444101
61346,Belgrano,160000.0,55.0,2909.090909090909,3.0,1,0,0,0,0,0,-34.5559198337,-58.4632788696
61347,Belgrano,450000.0,126.0,3358.2089552238813,3.0,0,0,0,0,0,0,-34.5591204343,-58.456358807
61354,Palermo,475000.0,149.0,3084.415584415585,1.0,1,0,0,0,0,0,-34.571267907,-58.4303600716
61358,Belgrano,750000.0,250.0,2142.8571428571427,3.0,0,1,0,0,0,0,-34.565111392199995,-58.4344156982
61362,Palermo,319000.0,90.0,3322.916666666666,3.0,0,0,0,0,0,0,-34.5691234655,-58.431542647
61366,Palermo,99000.0,29.0,3000.0,3.0,1,0,0,1,0,0,-34.5832669274,-58.4445028214
61377,Palermo,159000.0,56.0,2839.285714285714,3.0,0,0,0,0,0,0,-34.5661829075,-58.4368839727
61381,Palermo,228359.0,75.0,2751.3132530120483,3.0,1,0,0,0,0,0,-34.5900887553,-58.4203707181
61385,Belgrano,297000.0,92.0,2605.263157894737,3.0,1,1,0,0,0,0,-34.5665385143,-58.4340361008
61393,Palermo,145000.0,44.0,2900.0,3.0,1,0,0,0,0,0,-34.588857837,-58.432137622
61398,Palermo,180000.0,60.0,3000.0,3.0,0,0,0,0,0,0,-34.5895959787,-58.4353905597
61399,Palermo,325000.0,91.0,2579.3650793650795,2.0,1,0,0,0,0,0,-34.5967832982,-58.4156153434
61401,Belgrano,490000.0,100.0,4622.641509433963,3.0,1,0,1,1,0,0,-34.5589995746,-58.45627225810001
61402,Palermo,140000.0,50.0,2545.454545454545,1.0,1,0,0,0,0,0,-34.5921925725,-58.4292968677
61403,Palermo,298000.0,125.0,2384.0,3.0,0,1,0,0,0,0,-34.5822123944,-58.42285858010001
61405,Belgrano,88000.0,40.0,2200.0,3.0,0,0,0,0,0,0,-34.564602056700004,-58.4560128148
61414,Palermo,145000.0,53.0,2457.627118644068,2.0,1,0,0,1,0,0,-34.591646416,-58.4192219723
61415,Caballito,120167.0,36.0,2930.9024390243903,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61416,Belgrano,135000.0,39.0,3068.181818181818,3.0,1,0,0,1,0,0,-34.6264994359,-58.3595912946
61417,Caballito,123514.0,36.0,3012.536585365853,1.0,0,0,0,0,0,0,-34.6273106938,-58.4296005699
61418,Belgrano,96000.0,35.0,2594.5945945945946,4.0,0,0,0,0,0,0,-34.5668691597,-58.450673296800005
61426,Belgrano,130000.0,37.0,3250.0,3.0,1,1,0,0,0,0,-34.5702909665,-58.4561238058
61428,Belgrano,140000.0,52.0,2692.3076923076924,3.0,1,0,0,0,0,0,-34.5595276866,-58.461720343100005
61429,Palermo,290000.0,60.0,4833.333333333333,2.0,0,1,1,1,0,0,-34.5975638998,-58.4289197392
61431,Belgrano,650000.0,192.0,3186.2745098039227,3.0,1,1,0,0,0,0,-34.565111392199995,-58.4344156982
61432,Caballito,114398.0,36.0,2660.418604651163,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61433,Caballito,87244.0,25.0,2908.133333333333,3.0,0,1,0,1,0,0,-34.6282098004,-58.42951554850001
61435,Caballito,119322.0,36.0,2774.93023255814,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61436,Belgrano,178000.0,74.0,1483.333333333333,2.0,0,0,0,0,0,0,-34.563573456,-58.4364745645
61437,Caballito,123253.0,37.0,2801.204545454545,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61438,Caballito,123253.0,37.0,2801.204545454545,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61440,Caballito,119322.0,36.0,2774.93023255814,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61442,Caballito,87244.0,25.0,2908.133333333333,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61443,Caballito,87244.0,25.0,2908.133333333333,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61444,Caballito,120799.0,36.0,2809.279069767442,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61445,Caballito,120799.0,36.0,2809.279069767442,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61446,Caballito,88632.0,25.0,2954.4,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61447,Caballito,124949.0,36.0,3047.536585365853,3.0,0,0,0,0,0,0,-34.6282098004,-58.42951554850001
61448,Caballito,230000.0,71.0,3239.43661971831,3.0,1,1,0,0,0,0,-34.6149680442,-58.4319732561
61468,Palermo,210000.0,66.0,3181.818181818182,3.0,0,0,0,0,0,0,-34.5868078938,-58.4415219825
61479,Palermo,240000.0,74.0,3243.243243243244,2.0,0,0,0,0,0,0,-34.5914792895,-58.4326442095
61494,Caballito,115000.0,34.0,2948.717948717949,3.0,0,1,0,0,0,0,-34.6160338422,-58.4299976174
61520,Belgrano,95000.0,33.0,2794.1176470588234,1.0,0,1,0,0,0,1,-34.5554289661,-58.4678885893
61524,Palermo,360000.0,112.0,3103.4482758620693,3.0,1,1,0,0,0,0,-34.5819633227,-58.4126951236
61569,Palermo,120000.0,38.0,2926.829268292683,1.0,0,0,1,0,0,1,-34.5980286577,-58.4133409058
61571,Palermo,159000.0,55.0,2890.909090909091,3.0,0,0,0,0,0,1,-34.5980286577,-58.4133409058
61573,Palermo,247000.0,86.0,2872.093023255814,3.0,0,1,0,0,0,0,-34.5854103356,-58.4184283565
61576,Palermo,185000.0,60.0,2803.0303030303025,3.0,1,0,0,0,0,0,-34.587654292,-58.4178853303
61578,Belgrano,1100000.0,350.0,2000.0,3.0,0,1,1,1,0,0,-34.5645658685,-58.4411570581
61585,Palermo,165000.0,63.0,2619.0476190476197,2.0,0,1,0,0,0,0,-34.5862457375,-58.417268832
61588,Palermo,390000.0,62.0,5000.0,3.0,1,1,1,1,0,0,-34.5768892189,-58.423478885200005
61592,Palermo,1360000.0,215.0,5551.020408163266,3.0,1,1,0,0,0,0,-34.577035149000004,-58.4031891985
61597,Belgrano,530000.0,90.0,5196.078431372549,2.0,1,1,0,1,1,0,-34.556330475,-58.4445902331
61599,Palermo,190000.0,32.0,5937.5,1.0,1,1,1,1,0,0,-34.5852861631,-58.4159147176
61600,Belgrano,180000.0,60.0,2769.230769230769,3.0,1,0,0,0,0,0,-34.5669919712,-58.4577744592
61603,Belgrano,1250000.0,350.0,3205.128205128205,3.0,1,1,0,1,0,0,-34.5659413139,-58.4423170634
61607,Palermo,1800000.0,360.0,4500.0,3.0,1,1,0,0,0,0,-34.5732143712,-58.41924054760001
61609,Palermo,590000.0,145.0,3575.7575757575764,3.0,1,1,0,0,0,0,-34.5770998072,-58.4052412845
61611,Palermo,450000.0,188.0,2205.8823529411766,4.0,1,0,0,0,0,0,-34.583276011799995,-58.4115649061
61613,Belgrano,690000.0,200.0,3209.302325581395,3.0,1,1,0,1,0,0,-34.5639805,-58.4454303
61616,Belgrano,520000.0,140.0,3714.285714285714,3.0,1,1,0,0,0,0,-34.5643955089,-58.4461941658
